1,5,0.5603726506,0.5638954043,0.5716164112
1,10,0.5614005923,0.5655353665,0.5726925731
1,15,0.5630527735,0.5676505566,0.5745837092
1,20,0.5625751019,0.567276299,0.5743180513
1,25,0.5629832745,0.5684927106,0.5757184029
1,30,0.563131392,0.5674855709,0.5742595196
1,35,0.5618978739,0.5673772097,0.5747187734
1,40,0.5627852082,0.5677343011,0.5744936466
1,45,0.5623453259,0.5679854155,0.5752050877
1,50,0.5626960397,0.5684853196,0.5750925541
2,5,0.5431714058,0.5437242985,0.5488449931
2,10,0.5446259379,0.5484375954,0.5528229475
2,15,0.5450745225,0.5499414802,0.5542456508
2,20,0.5447182655,0.5503871441,0.5537683368
2,25,0.5483480096,0.554587543,0.5587103963
2,30,0.54639709,0.5517566204,0.5563470125
2,35,0.5481171012,0.5542962551,0.5584951043
2,40,0.5475399494,0.5533276796,0.557105124
2,45,0.5471672416,0.5524238944,0.5568056107
2,50,0.5484601259,0.5549237132,0.5583828092
4,5,0.5255730152,0.5278733969,0.5317607522
4,10,0.531765461,0.5345234275,0.5364812016
4,15,0.5359624624,0.5401982069,0.5424688458
4,20,0.5362626314,0.5413336158,0.5435173512
4,25,0.5388451219,0.5434867144,0.5454046726
4,30,0.5380156636,0.5430909395,0.5457705259
4,35,0.5396169424,0.5461438894,0.5488936901
4,40,0.538962245,0.5442947149,0.5469885468
4,45,0.5392079353,0.5449024439,0.5477291942
4,50,0.5393711925,0.5453476906,0.5479657054
