2,5,0.566440165,0.5874314904,0.5935552716
2,10,0.5673226714,0.5884656906,0.594989419
2,15,0.5670496225,0.5879216194,0.5951109529
2,20,0.5675708652,0.5885691047,0.5942521095
2,25,0.5671626925,0.5882948041,0.5945032835
2,30,0.5680286288,0.5890592337,0.5952243805
2,35,0.5666717887,0.587364018,0.593660593
2,40,0.566806972,0.5876743197,0.5937578678
2,45,0.5675184727,0.5884881616,0.5945842862
2,50,0.5665863156,0.5872876048,0.5933365226
4,5,0.5521994829,0.5657910705,0.568682909
4,10,0.5500457883,0.562640667,0.565312624
4,15,0.5519512892,0.5648254752,0.5675322413
4,20,0.553807199,0.5679718256,0.5707986355
4,25,0.5534901023,0.5671126246,0.5697444677
4,30,0.5505311489,0.5633689165,0.565438807
4,35,0.5496211052,0.562227428,0.5645999312
4,40,0.5495383739,0.5619328022,0.5641471148
4,45,0.5493756533,0.5623910427,0.5644292235
4,50,0.5489702821,0.5613395572,0.562877655
8,5,0.5402860045,0.5491456985,0.5494143367
8,10,0.5448074341,0.5549548864,0.5578871369
8,15,0.5404403806,0.5494915247,0.549760282
8,20,0.5396463871,0.5485578775,0.5494707823
8,25,0.5405093431,0.5499026179,0.5509182215
8,30,0.5401812196,0.5487461686,0.5484611392
8,35,0.5410441756,0.5498987436,0.5503534079
8,40,0.5390040278,0.5474398136,0.5472608209
8,45,0.5394533873,0.5481698513,0.547183156
8,50,0.5405451655,0.5490957499,0.5488283038
16,5,0.5329036713,0.5397202969,0.5381805897
16,10,0.534327209,0.5414096117,0.5401556492
16,15,0.5351025462,0.5429612994,0.5432984829
16,20,0.5345970392,0.542794466,0.5429771543
16,25,0.5344512463,0.5421229005,0.5415977836
16,30,0.534473002,0.5427694321,0.5418798923
16,35,0.5335301757,0.5413804054,0.540194869
16,40,0.5344605446,0.5424816012,0.5426715016
16,45,0.5343334079,0.5422646999,0.5416604877
16,50,0.5357569456,0.5441125631,0.5430790782
