2,5,0.6026576161,0.6315583587,0.6417508125
2,10,0.611672461,0.6366007328,0.6424443126
2,15,0.6140019298,0.642947197,0.6505355835
2,20,0.6154354811,0.6427298188,0.6496878862
2,25,0.6165106893,0.6435123086,0.6529244184
2,30,0.616937995,0.6432949305,0.6529244184
2,35,0.6175169349,0.6439034939,0.6515373588
2,40,0.6189642549,0.6465551257,0.655621469
2,45,0.6181234121,0.6438165903,0.6517685056
2,50,0.6163865924,0.6429037452,0.6533097029
4,5,0.6010745168,0.6160363555,0.6264103651
4,10,0.6161752343,0.630818069,0.6391427517
4,15,0.6201736927,0.6352164745,0.6431767941
4,20,0.6216988564,0.6366586089,0.6448156238
4,25,0.6229217649,0.6373796463,0.6448786855
4,30,0.6229767203,0.6356130838,0.6446265578
4,35,0.6266866326,0.6391462684,0.6454459429
4,40,0.6239797473,0.6377762556,0.6437441111
4,45,0.6250377893,0.6382809877,0.6453829408
4,50,0.626068294,0.6398312449,0.6473999619
