1,5,0.6480679512,0.6824490428,0.7035077214
1,10,0.6532182693,0.6889213324,0.7102829814
1,15,0.6548454165,0.6909281015,0.7127682567
1,20,0.6585767865,0.6952940226,0.7168591022
1,25,0.6606373787,0.6973084807,0.7184774876
1,30,0.6614388824,0.6981241703,0.7195948958
1,35,0.6631798744,0.7002152205,0.7218105197
1,40,0.6620393991,0.6984344125,0.7194407582
1,45,0.6634050608,0.7002956271,0.7220802307
1,50,0.6636157036,0.7008011937,0.7225425839
2,5,0.6164900064,0.6420051455,0.6616500616
2,10,0.6228987575,0.6497833133,0.6703952551
2,15,0.6284070611,0.6561646461,0.6778831482
2,20,0.6323257089,0.6607778668,0.6840522289
2,25,0.6348236799,0.6639758945,0.687250793
2,30,0.6368516684,0.6662586331,0.6901350021
2,35,0.6373454332,0.6673282981,0.6907697916
2,40,0.6384888291,0.6680267453,0.6910718083
2,45,0.6381930709,0.6677032709,0.6910163164
2,50,0.6397272944,0.6692765355,0.6924584508
4,5,0.5824338794,0.6009432673,0.6126694083
4,10,0.5921512246,0.6127222776,0.626491189
4,15,0.5986936092,0.6208506227,0.6365042329
4,20,0.6038489342,0.6268197298,0.6426782012
4,25,0.6086140275,0.6322281957,0.6493555903
4,30,0.6119973063,0.6362525821,0.653752625
4,35,0.6137667298,0.6386748552,0.6563544273
4,40,0.6155413985,0.6409655809,0.6593626142
4,45,0.6176536679,0.6432493925,0.661018312
4,50,0.6185660362,0.6443290114,0.6623829007
