2,5,0.5693614483,0.5768727064,0.5795341134
2,10,0.5803446174,0.5849112868,0.5872275233
2,15,0.5836592913,0.5898535252,0.5926414132
2,20,0.5855841041,0.5934460759,0.5970579982
2,25,0.586838603,0.5935850143,0.5955620408
2,30,0.5887511373,0.5980707407,0.6011183858
2,35,0.5890217423,0.5990830064,0.6008334756
2,40,0.5884928703,0.5975943804,0.6001210809
2,45,0.5902208686,0.6010479927,0.6031842232
2,50,0.5892861485,0.5979318023,0.6022937894
4,5,0.5838173032,0.5870223641,0.589022696
4,10,0.5946265459,0.598089397,0.5981811285
4,15,0.5995699763,0.6048846245,0.6032726765
4,20,0.6016227007,0.6071376801,0.6059625745
4,25,0.6007717252,0.6052992344,0.6057063937
4,30,0.6023697257,0.6088140011,0.6093249917
4,35,0.603305161,0.6100396514,0.6106379032
4,40,0.6026945114,0.6068493128,0.6069232821
4,45,0.6019474864,0.6078947186,0.6075317264
4,50,0.602415204,0.6088140011,0.6094530821
