2,5,0.6383754015,0.692784369,0.7043589354
2,10,0.6512457132,0.7120751739,0.7254069448
2,15,0.6607000232,0.7271533012,0.7423545718
2,20,0.6692609787,0.7386438251,0.754024148
2,25,0.6738374829,0.7450882196,0.7606190443
2,30,0.6806682348,0.7547185421,0.770891428
2,35,0.6851596236,0.7603928447,0.7764692903
2,40,0.6883516312,0.7641314268,0.7802645564
2,45,0.6915737987,0.7690899968,0.7853338122
2,50,0.6935804486,0.7708777785,0.7873305082
4,5,0.6511096954,0.7019404769,0.7192983031
4,10,0.6670639515,0.7238835096,0.7437169552
4,15,0.6771555543,0.7377803922,0.7579883933
4,20,0.6845477223,0.7476372123,0.7688916326
4,25,0.692845583,0.7595611215,0.7815830112
4,30,0.6997108459,0.7680782676,0.7906470895
4,35,0.7013240457,0.7702160478,0.7926476598
4,40,0.7080820799,0.7784714699,0.800976932
4,45,0.7126236558,0.7839297652,0.8069658279
4,50,0.7139843702,0.7857797146,0.8092679381
