2,5,0.7525020242,0.8151115775,0.8426537514
2,10,0.7662637234,0.8322514892,0.8601310253
2,15,0.7753237486,0.8430560231,0.8706905246
2,20,0.7829509974,0.851846993,0.8789944649
2,25,0.7884697914,0.8577731252,0.8848034143
2,30,0.7931987047,0.8629134297,0.8896295428
2,35,0.7952526212,0.8649843335,0.8919606805
2,40,0.7979384661,0.8679637313,0.8949722648
2,45,0.8010765314,0.8714670539,0.897870481
2,50,0.8022151589,0.8733823895,0.8990549445
4,5,0.6934531331,0.7350262403,0.7610276341
4,10,0.7098055482,0.753772974,0.780483067
4,15,0.7248036861,0.7714967132,0.7975493073
4,20,0.7369756103,0.7852481008,0.8129429817
4,25,0.7470065355,0.7958527207,0.8244683743
4,30,0.7547036409,0.8052507639,0.8331380486
4,35,0.7627701163,0.8142890334,0.8427178264
4,40,0.7689899206,0.8213728666,0.8494647145
4,45,0.773352325,0.826601088,0.8540156484
4,50,0.7790689468,0.8330075741,0.8604894876
